Format Version,1.23,Take Name,Take 2024-05-10 11.31.19 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-10 11.31.19.221 AM,Total Frames in Take,9420,Total Exported Frames,9420,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,w,X,Y,Z
7228,60.233333,0.013099,0.072202,0.034892,-0.996693,1341.723267,2365.555420,-275.404510
7229,60.241667,0.013235,0.072268,0.035806,-0.996655,1341.678345,2365.117676,-276.222565
7230,60.250000,0.013230,0.071821,0.036475,-0.996663,1341.886230,2364.651367,-277.035980
7231,60.258333,0.012994,0.070930,0.034773,-0.996790,1342.298950,2363.818115,-277.787109
7232,60.266667,0.012869,0.070702,0.035171,-0.996794,1342.392212,2363.366699,-278.687592
7233,60.275000,0.013064,0.070523,0.035448,-0.996795,1342.539551,2362.885498,-279.607117
7234,60.283333,0.013171,0.070610,0.035563,-0.996783,1342.649048,2362.447998,-280.591644
7235,60.291667,0.013743,0.071139,0.038051,-0.996646,1342.165039,2362.411133,-281.788452
7236,60.300000,0.013643,0.070851,0.038111,-0.996665,1342.263428,2361.953613,-282.776825
7237,60.308333,0.013539,0.070586,0.037809,-0.996697,1342.459106,2361.512451,-283.773773
7238,60.316667,0.013675,0.070504,0.038318,-0.996682,1342.502808,2361.107910,-284.806732
7239,60.325000,0.013750,0.070848,0.036635,-0.996719,1342.576050,2360.743164,-286.051270
7240,60.333333,0.013167,0.068651,0.035790,-0.996912,1343.799927,2359.639648,-286.659973
7241,60.341667,0.013149,0.069175,0.036568,-0.996847,1343.517822,2359.611084,-288.024811
7242,60.350000,0.013038,0.069377,0.036282,-0.996845,1343.781006,2359.158691,-289.082947
7243,60.358333,0.012750,0.068641,0.034677,-0.996957,1344.320801,2358.306396,-290.030670
7244,60.366667,0.012857,0.069175,0.036960,-0.996837,1344.132324,2358.266113,-291.395935
7245,60.375000,0.012566,0.069009,0.037019,-0.996850,1344.426880,2357.788330,-292.576752
7246,60.383333,0.012759,0.068968,0.037202,-0.996843,1344.685181,2357.303955,-293.761047
7247,60.391667,0.011710,0.069187,0.038052,-0.996809,1344.959106,2356.776367,-295.050079
7248,60.400000,0.011211,0.067509,0.036130,-0.997001,1345.994263,2356.227783,-295.803253
7249,60.408333,0.011921,0.067506,0.034602,-0.997047,1346.488525,2355.322510,-297.223328
7250,60.416667,0.013063,0.068372,0.035468,-0.996944,1346.343018,2355.424072,-298.788239
7251,60.425000,0.012433,0.068535,0.035546,-0.996938,1346.680054,2354.827637,-300.287781
7252,60.433333,0.014481,0.067765,0.035392,-0.996968,1347.400635,2354.841797,-301.079620
7253,60.441667,0.012813,0.068105,0.037050,-0.996908,1347.612915,2353.934326,-302.691040
7254,60.450000,0.012747,0.068042,0.037288,-0.996904,1348.044678,2353.505615,-303.982208
7255,60.458333,0.013329,0.068392,0.036994,-0.996883,1348.414185,2352.760986,-305.391083
7256,60.466667,0.013281,0.068057,0.037448,-0.996890,1349.044922,2352.719727,-306.683533
7257,60.475000,0.012110,0.066329,0.038280,-0.996990,1350.107422,2351.947998,-307.732208
7258,60.483333,0.012051,0.065941,0.035782,-0.997109,1350.994507,2350.827637,-309.123810
7259,60.491667,0.012140,0.065722,0.035857,-0.997120,1351.553467,2350.317627,-310.534271
7260,60.500000,0.012940,0.065697,0.037109,-0.997065,1351.928833,2350.140625,-312.053711
7261,60.508333,0.012987,0.065625,0.036913,-0.997077,1352.587036,2349.661621,-313.514984
7262,60.516667,0.012681,0.065112,0.034852,-0.997189,1353.590088,2348.710449,-314.722595
7263,60.525000,0.013278,0.065876,0.036883,-0.997058,1353.598877,2348.514893,-316.540649
7264,60.533333,0.012091,0.065261,0.034797,-0.997188,1354.604248,2347.645508,-318.114807
7265,60.541667,0.013471,0.065553,0.035855,-0.997114,1354.976685,2347.427246,-319.546753
7266,60.550000,0.013474,0.065283,0.034288,-0.997187,1355.848389,2346.861816,-320.968750
7267,60.558333,0.014184,0.065820,0.032508,-0.997201,1356.195801,2346.763916,-322.959106
7268,60.566667,0.011682,0.064200,0.030284,-0.997409,1357.497925,2345.170410,-324.366119
7269,60.575000,0.012136,0.064174,0.028503,-0.997458,1358.114258,2344.702393,-325.936523
7270,60.583333,0.012570,0.064438,0.029496,-0.997406,1358.595825,2344.799805,-327.198273
7271,60.591667,0.012891,0.064046,0.025749,-0.997531,1359.446777,2343.952637,-329.001617
7272,60.600000,0.012121,0.063835,0.021747,-0.997650,1360.614014,2342.859375,-330.216064
7273,60.608333,0.011655,0.063847,0.019369,-0.997704,1361.350952,2342.251709,-331.967865
7274,60.616667,0.010523,0.063897,0.016804,-0.997760,1362.103760,2341.577148,-333.782806
7275,60.625000,0.009803,0.063343,0.014606,-0.997837,1362.714233,2341.014893,-335.412506
7276,60.633333,0.008723,0.063300,0.011986,-0.997885,1363.405396,2340.417480,-337.215851
7277,60.641667,0.011810,0.063353,0.008186,-0.997888,1364.157959,2341.078125,-338.701843
7278,60.650000,0.010727,0.063583,0.006124,-0.997900,1364.700073,2340.478271,-340.505615
7279,60.658333,0.005922,0.062817,0.007179,-0.997982,1365.174683,2338.770996,-342.277008
7280,60.666667,0.006350,0.062826,0.001486,-0.998003,1366.148193,2338.028809,-343.923645
7281,60.675000,0.005187,0.063106,0.002286,-0.997991,1366.457275,2337.144287,-345.823822
7282,60.683333,0.003983,0.065064,-0.001877,-0.997871,1366.155029,2336.846191,-347.970825
7283,60.691667,0.002823,0.063826,-0.005117,-0.997944,1367.395264,2336.237061,-349.293823
7284,60.700000,0.001367,0.062701,-0.006860,-0.998008,1367.909302,2335.270264,-351.311646
7285,60.708333,0.000043,0.062288,-0.009107,-0.998017,1368.551392,2334.808594,-352.896881
7286,60.716667,-0.000774,0.062227,-0.010750,-0.998004,1368.961914,2334.141113,-354.732849
7287,60.725000,-0.001570,0.062254,-0.014544,-0.997953,1369.208984,2333.298828,-356.595001
7288,60.733333,-0.002439,0.062159,-0.014752,-0.997954,1369.668823,2332.914795,-358.316711
7289,60.741667,-0.003197,0.061752,-0.016392,-0.997952,1369.969482,2332.200928,-360.072479
7290,60.750000,-0.003967,0.061148,-0.017660,-0.997965,1370.207886,2331.707031,-361.894989
7291,60.758333,-0.002168,0.061623,-0.022278,-0.997849,1370.523438,2331.438721,-363.485474
7292,60.766667,-0.005151,0.061255,-0.020185,-0.997905,1370.555054,2330.332764,-365.447906
7293,60.775000,-0.005594,0.061153,-0.020437,-0.997903,1370.606567,2329.719727,-367.248871
7294,60.783333,-0.006193,0.060703,-0.019929,-0.997938,1370.457153,2329.213867,-369.082428
7295,60.791667,-0.005844,0.061358,-0.022010,-0.997856,1370.433594,2328.751221,-371.032654
7296,60.800000,-0.006191,0.061295,-0.021131,-0.997877,1370.308838,2328.154053,-372.834961
7297,60.808333,-0.007198,0.060357,-0.020058,-0.997949,1370.212524,2327.321045,-374.614441
7298,60.816667,-0.007118,0.060973,-0.019421,-0.997925,1370.012573,2326.490723,-376.313141
7299,60.825000,-0.007556,0.060306,-0.017967,-0.997990,1369.937012,2326.073975,-377.973602
7300,60.833333,-0.007707,0.060140,-0.016679,-0.998021,1369.710449,2325.407227,-379.677460
7301,60.841667,-0.008070,0.060072,-0.015085,-0.998047,1369.309692,2324.801025,-381.511871
7302,60.850000,-0.008755,0.059768,-0.012275,-0.998098,1368.973633,2324.464600,-383.169281
7303,60.858333,-0.005057,0.060178,-0.014715,-0.998066,1368.660034,2324.472656,-384.630981
7304,60.866667,-0.005787,0.059936,-0.012638,-0.998106,1368.297119,2323.438232,-386.309479
7305,60.875000,-0.008013,0.060422,-0.009718,-0.998093,1367.288940,2322.096680,-388.517090
7306,60.883333,-0.007196,0.061278,-0.008261,-0.998061,1366.361084,2321.860840,-390.388153
7307,60.891667,-0.007977,0.060083,-0.005730,-0.998145,1366.183716,2320.989746,-391.903687
7308,60.900000,-0.007959,0.059763,-0.004169,-0.998172,1365.514160,2320.354004,-393.532440
7309,60.908333,-0.007937,0.059971,-0.002927,-0.998164,1364.727295,2319.699219,-395.355927
7310,60.916667,-0.004673,0.059784,-0.004658,-0.998190,1363.919556,2320.434082,-396.980194
7311,60.925000,-0.007819,0.059777,-0.001291,-0.998180,1362.963989,2318.591064,-398.817535
7312,60.933333,-0.007737,0.060090,-0.000722,-0.998163,1362.051758,2317.973145,-400.475006
7313,60.941667,-0.007609,0.059876,0.000160,-0.998177,1361.286865,2317.251709,-402.132385
7314,60.950000,-0.008146,0.059222,0.002934,-0.998207,1360.564941,2316.623535,-403.580841
7315,60.958333,-0.004248,0.060498,-0.001342,-0.998158,1360.200195,2316.438965,-404.888153
7316,60.966667,-0.007444,0.059408,0.001666,-0.998205,1358.505371,2315.133301,-406.994415
7317,60.975000,-0.007073,0.059494,0.001535,-0.998202,1357.435913,2314.545654,-408.693542
7318,60.983333,-0.006469,0.060823,0.000600,-0.998127,1356.096924,2313.902344,-410.590851
7319,60.991667,-0.006867,0.059675,0.001680,-0.998193,1355.389160,2313.122070,-412.006287
7320,61.000000,-0.006998,0.059412,0.001818,-0.998207,1354.335083,2312.361328,-413.598450
7321,61.008333,-0.006587,0.059914,0.000756,-0.998182,1352.992310,2311.466553,-415.265442
7322,61.016667,-0.006810,0.059847,0.001613,-0.998183,1351.895752,2310.952881,-416.776672
7323,61.025000,-0.006941,0.059545,0.002952,-0.998197,1351.028564,2310.111084,-418.192841
7324,61.033333,-0.006423,0.059661,0.002456,-0.998195,1349.851563,2309.341309,-419.806152
7325,61.041667,-0.006607,0.059120,0.003003,-0.998225,1348.505005,2308.674072,-421.419739
7326,61.050000,-0.006047,0.059398,0.001465,-0.998215,1346.610352,2308.255371,-423.270050
7327,61.058333,-0.006102,0.060069,0.000818,-0.998175,1345.682373,2307.563721,-424.889343
7328,61.066667,-0.003996,0.059385,-0.001377,-0.998226,1344.805908,2307.252686,-426.044312
7329,61.075000,-0.006329,0.059391,0.001134,-0.998214,1343.080933,2306.011719,-427.794983
7330,61.083333,-0.006202,0.059880,0.001205,-0.998186,1341.781982,2305.144775,-429.351990
7331,61.091667,-0.005975,0.059844,0.000885,-0.998189,1340.236572,2304.649902,-431.053070
7332,61.100000,-0.006056,0.059451,0.001018,-0.998212,1338.944824,2303.683594,-432.459564
7333,61.108333,-0.006258,0.059787,0.001240,-0.998191,1337.425049,2302.976074,-433.929626
7334,61.116667,-0.005630,0.060381,0.000513,-0.998159,1335.798828,2302.397217,-435.683533
7335,61.125000,-0.005141,0.060565,0.000483,-0.998151,1334.218018,2301.859375,-436.999176
7336,61.133333,-0.006593,0.058876,0.003273,-0.998238,1332.934448,2300.636719,-438.471466
7337,61.141667,-0.005569,0.060077,0.002425,-0.998175,1331.303223,2300.040527,-440.007263
7338,61.150000,-0.005423,0.060274,0.002140,-0.998165,1329.719116,2299.291016,-441.639709
7339,61.158333,-0.005695,0.060358,0.002110,-0.998158,1328.095215,2298.545166,-443.032135
7340,61.166667,-0.005532,0.060596,0.002229,-0.998145,1326.510742,2297.712646,-444.624329
7341,61.175000,-0.005575,0.060522,0.002713,-0.998148,1324.830078,2296.962646,-446.011505
7342,61.183333,-0.005685,0.060591,0.002643,-0.998143,1323.159668,2296.204590,-447.490448
7343,61.191667,-0.006179,0.059583,0.004055,-0.998196,1321.723022,2295.279785,-448.855591
7344,61.200000,-0.003605,0.059396,0.001224,-0.998227,1319.773438,2295.619385,-450.354675
7345,61.208333,-0.006767,0.059583,0.003696,-0.998194,1317.889404,2293.940186,-451.952850
7346,61.216667,-0.006270,0.060552,0.003234,-0.998140,1315.658447,2293.234863,-453.678009
7347,61.225000,-0.007693,0.058638,0.005775,-0.998233,1313.947388,2292.616211,-454.726715
7348,61.233333,-0.007076,0.060459,0.003902,-0.998138,1312.078613,2291.721680,-456.392731
7349,61.241667,-0.007716,0.060840,0.004107,-0.998109,1310.141602,2290.784668,-457.962524
7350,61.250000,-0.007890,0.061052,0.004448,-0.998094,1308.383057,2289.900879,-459.242157
7351,61.258333,-0.009486,0.060412,0.005271,-0.998115,1306.531982,2288.904297,-460.513062
7352,61.266667,-0.010547,0.060536,0.005772,-0.998094,1304.673218,2288.061523,-461.854828
7353,61.275000,-0.011392,0.060361,0.005934,-0.998094,1302.707275,2287.226807,-463.252014
7354,61.283333,-0.012758,0.060140,0.006724,-0.998086,1300.597168,2286.450928,-464.636749
7355,61.291667,-0.013962,0.059724,0.007110,-0.998092,1298.540039,2285.595947,-465.902588
7356,61.300000,-0.015393,0.060357,0.007379,-0.998031,1296.489380,2284.794189,-467.321045
7357,61.308333,-0.014890,0.060147,0.005880,-0.998061,1294.546997,2284.497070,-468.427521
7358,61.316667,-0.017396,0.060798,0.008132,-0.997965,1292.237427,2283.638916,-469.851135
7359,61.325000,-0.018882,0.060551,0.007824,-0.997956,1290.307739,2282.083740,-471.311432
7360,61.333333,-0.020514,0.060498,0.008526,-0.997921,1288.240356,2281.361816,-472.450073
7361,61.341667,-0.021958,0.060435,0.008965,-0.997890,1286.035767,2280.455566,-473.720245
7362,61.350000,-0.023403,0.060584,0.009461,-0.997844,1283.914429,2279.608887,-474.873657
7363,61.358333,-0.024898,0.060637,0.009709,-0.997802,1281.673218,2278.731934,-476.027710
7364,61.366667,-0.026422,0.060123,0.011015,-0.997781,1279.322754,2277.902344,-477.106018
7365,61.375000,-0.027624,0.061481,0.011888,-0.997655,1277.020874,2277.039551,-478.344849
7366,61.383333,-0.028973,0.060859,0.011556,-0.997659,1274.998535,2276.128418,-479.399719
7367,61.391667,-0.030211,0.060960,0.012592,-0.997604,1272.734009,2275.263428,-480.388763
7368,61.400000,-0.028967,0.060485,0.010782,-0.997690,1270.859985,2275.107422,-481.166504
7369,61.408333,-0.033045,0.061384,0.014121,-0.997467,1268.148926,2273.442139,-482.385803
7370,61.416667,-0.034279,0.061004,0.014505,-0.997443,1265.926392,2272.632813,-483.401306
7371,61.425000,-0.035240,0.061597,0.014444,-0.997374,1263.510986,2271.861572,-484.369446
7372,61.433333,-0.037031,0.060943,0.015704,-0.997331,1261.386841,2270.804199,-485.060791
7373,61.441667,-0.039190,0.060657,0.017435,-0.997237,1259.109985,2269.998291,-485.766541
7374,61.450000,-0.040306,0.061088,0.017586,-0.997163,1256.577881,2268.860352,-486.619598
7375,61.458333,-0.039770,0.060368,0.016486,-0.997247,1254.701172,2268.552979,-486.967560
7376,61.466667,-0.043871,0.061283,0.019656,-0.996962,1252.063354,2267.156006,-487.791626
7377,61.475000,-0.044694,0.061267,0.019867,-0.996922,1249.603271,2266.075195,-488.519073
7378,61.483333,-0.046418,0.061386,0.020260,-0.996828,1247.264648,2265.143311,-489.068604
7379,61.491667,-0.048484,0.061766,0.021107,-0.996689,1244.914551,2264.101563,-489.468292
7380,61.500000,-0.049916,0.061336,0.021908,-0.996628,1242.499268,2263.060303,-489.813416
7381,61.508333,-0.049086,0.061177,0.020256,-0.996714,1240.551025,2262.781250,-489.908417
7382,61.516667,-0.052416,0.062243,0.022534,-0.996429,1237.347656,2261.354004,-490.524841
7383,61.525000,-0.054437,0.061642,0.023793,-0.996329,1235.292847,2260.045410,-490.700409
7384,61.533333,-0.055642,0.061899,0.023627,-0.996250,1232.961426,2259.046387,-490.827759
7385,61.541667,-0.056568,0.062211,0.023933,-0.996171,1230.489624,2257.951416,-491.016449
7386,61.550000,-0.057630,0.062173,0.024547,-0.996098,1228.066162,2256.969727,-490.898376
7387,61.558333,-0.058592,0.062276,0.024890,-0.996027,1225.590332,2255.949463,-490.801666
7388,61.566667,-0.059026,0.062151,0.024634,-0.996015,1223.381104,2254.992676,-490.703186
7389,61.575000,-0.059371,0.061973,0.025428,-0.995986,1220.904785,2253.950928,-490.471558
7390,61.583333,-0.059963,0.061942,0.026439,-0.995926,1218.324829,2253.126465,-490.202271
7391,61.591667,-0.059883,0.062098,0.025150,-0.995955,1215.928101,2251.893555,-489.802887
7392,61.600000,-0.060014,0.062369,0.025204,-0.995928,1213.510742,2250.819824,-489.322418
7393,61.608333,-0.059695,0.062997,0.024743,-0.995920,1211.172485,2249.831299,-488.877014
7394,61.616667,-0.059629,0.062504,0.024925,-0.995950,1208.827637,2248.896973,-488.213409
7395,61.625000,-0.059041,0.063164,0.024346,-0.995958,1206.231323,2247.589844,-487.702789
7396,61.633333,-0.058472,0.063066,0.023984,-0.996006,1203.833740,2246.546387,-486.947876
7397,61.641667,-0.057706,0.063134,0.023790,-0.996051,1201.412231,2245.556885,-486.138367
7398,61.650000,-0.057023,0.063482,0.023583,-0.996073,1198.970703,2244.503174,-485.334137
7399,61.658333,-0.056304,0.062858,0.023496,-0.996156,1196.589233,2243.376465,-484.243164
7400,61.666667,-0.055528,0.063522,0.023125,-0.996166,1194.124512,2242.237061,-483.244873
7401,61.675000,-0.055272,0.063654,0.023095,-0.996173,1191.741211,2241.111084,-482.142853
7402,61.683333,-0.052741,0.063411,0.021011,-0.996371,1189.627808,2240.552979,-480.694763
7403,61.691667,-0.053917,0.063568,0.022966,-0.996255,1186.819702,2238.910645,-479.834656
7404,61.700000,-0.053107,0.063110,0.021600,-0.996359,1184.828613,2238.276123,-478.130005
7405,61.708333,-0.053202,0.063613,0.022581,-0.996300,1181.785278,2236.719971,-477.157349
7406,61.716667,-0.053014,0.063785,0.022191,-0.996307,1179.265137,2235.434814,-475.716003
7407,61.725000,-0.052694,0.063953,0.022318,-0.996311,1176.794434,2234.267578,-474.247009
7408,61.733333,-0.052304,0.063911,0.021937,-0.996343,1174.353516,2232.947510,-472.667694
7409,61.741667,-0.051441,0.063776,0.022235,-0.996390,1171.699829,2232.156738,-470.951538
7410,61.750000,-0.051104,0.063901,0.021417,-0.996417,1169.443604,2230.603027,-469.389130
7411,61.758333,-0.050457,0.063933,0.022096,-0.996433,1166.850098,2229.336426,-467.671326
7412,61.766667,-0.049542,0.064286,0.021770,-0.996463,1164.363159,2228.083008,-465.815308
7413,61.775000,-0.047944,0.063387,0.020317,-0.996630,1162.317749,2227.378418,-463.568176
7414,61.783333,-0.047094,0.064148,0.021722,-0.996592,1159.309082,2225.619629,-462.085175
7415,61.791667,-0.045638,0.064324,0.021157,-0.996660,1156.772705,2224.373779,-460.106110
7416,61.800000,-0.043793,0.063613,0.021416,-0.996783,1154.456055,2223.251465,-457.848267
7417,61.808333,-0.040901,0.064337,0.020825,-0.996872,1151.857788,2221.910645,-455.927582
7418,61.816667,-0.038614,0.063952,0.021537,-0.996973,1149.324463,2220.845947,-453.728180
7419,61.825000,-0.035507,0.063628,0.021246,-0.997116,1146.858032,2219.662842,-451.666046
7420,61.833333,-0.032241,0.063935,0.020973,-0.997213,1144.395874,2218.503906,-449.504120
7421,61.841667,-0.028837,0.064127,0.021008,-0.997304,1141.894043,2217.087158,-447.367279
7422,61.850000,-0.024780,0.064164,0.020923,-0.997412,1139.144043,2215.718994,-445.185150
7423,61.858333,-0.021759,0.064030,0.021971,-0.997469,1136.614868,2214.748291,-442.845032
7424,61.866667,-0.017488,0.064725,0.021824,-0.997511,1134.015137,2213.316406,-440.649506
7425,61.875000,-0.013876,0.064448,0.021458,-0.997594,1131.510376,2212.083740,-438.432617
7426,61.883333,-0.010377,0.064358,0.021340,-0.997645,1129.011353,2210.829590,-436.142761
7427,61.891667,-0.006534,0.064443,0.021143,-0.997676,1126.417725,2209.641357,-433.871948
7428,61.900000,-0.003536,0.064725,0.022143,-0.997651,1123.950195,2208.485107,-431.594208
7429,61.908333,0.001043,0.063831,0.019852,-0.997763,1121.895264,2207.235596,-428.840759
7430,61.916667,0.006432,0.064613,0.018846,-0.997712,1119.268433,2206.585693,-426.474426
7431,61.925000,0.004895,0.064469,0.022175,-0.997661,1116.285034,2204.211426,-424.511993
7432,61.933333,0.009926,0.064048,0.020172,-0.997694,1114.249023,2203.679688,-421.820190
7433,61.941667,0.008932,0.064267,0.022469,-0.997640,1111.150269,2201.549316,-419.959564
7434,61.950000,0.014747,0.064100,0.018745,-0.997658,1109.023926,2201.183350,-417.484619
7435,61.958333,0.016070,0.064087,0.018557,-0.997642,1106.725952,2199.876953,-415.177185
7436,61.966667,0.013261,0.064389,0.021974,-0.997595,1103.564331,2197.283691,-413.184296
7437,61.975000,0.014129,0.064293,0.022124,-0.997586,1101.032837,2195.888916,-410.990906
7438,61.983333,0.014472,0.064329,0.021994,-0.997581,1098.659302,2194.433105,-408.784576
7439,61.991667,0.018358,0.063617,0.018394,-0.997636,1096.557373,2193.822021,-406.283051
7440,62.000000,0.014568,0.063570,0.022907,-0.997608,1093.433350,2192.180664,-404.644409
7441,62.008333,0.015982,0.062144,0.020174,-0.997735,1091.401123,2190.441895,-401.840637
7442,62.016667,0.015304,0.063339,0.021557,-0.997642,1088.485596,2188.648438,-400.156281
7443,62.025000,0.015921,0.063517,0.020423,-0.997645,1085.887207,2187.033691,-398.010315
7444,62.033333,0.018971,0.063376,0.016277,-0.997677,1083.735474,2186.232422,-395.845673
7445,62.041667,0.016828,0.064846,0.019394,-0.997565,1080.748535,2183.985596,-393.898590
